主题（动宾）,正文(可缺省),分类,场景标签,时间
【学生时代最大陷阱：自恋，自我关注】,"[置顶]越糟糕，越痛苦，越活得拧巴，活着压抑和焦虑的人。
脑子里面的不切实际的幻想也就越多，绝对化的偏执和顽固也就越强。
往往这些人，都会有更强的自我关注。
而这种过分强的自我关注，也会体现在他们“对外界更高强度”的反应。
能够捕捉更多的信息，会对别人的一言一行更加关注，包括一些微小的眼神或者动作细节。
同时，他们的自我，也会呈现出一种不成熟的状态。
“因为没有足够强大的自我，所以更容易选择虚张声势”。
会选择一场轰轰烈烈的造神运动：
他们会把自己的位置抬得很高，慢慢地把自己推向神台，创造出“神格”。
世界也会更加趋向于，理想化。
包括各种意识和想法，典型的会是：
“我只要稍微努力一下，就可以超越身边的绝大多数的人。”
这样的想法， 无疑已经是在造神了，有一种“俯视芸芸众生，不屑于他人的努力，独孤求败的感觉”。
仿佛弹指一挥间，你就可以动用自己巨大的力量，完成对自己的改造，完成对世界的改造。
动漫里面，这种被称为“中二病”。
老病友了。
很明显，这是一种忽略客观事实，违背事物规律的幻想。
这份幻想里面，有两段潜台词：
我有完全自我控制的能力。
我有完全改造世界的能力。
前者，我是自己的完全主宰者。
后者，这个世界会听我的话。
我们先不谈后者，我们就只谈前者。
大多数人，根本是完全没有自我控制的能力。
“只要我稍微努力一下，或者只要我能够全力以赴， 我就可以超越大多数人。”
单单是驱动自己去努力 ，就已经艰难万分。
为什么很多人，都会下意识地认为“是自己不想努力呢？”
或者，有没有想过，也许真正的现实是“自己根本就不能努力呢？”
没有办法维持努力的状态，根本就没有足够的能力，没有足够的动力维持。
情绪能量不够，身体精力不够，意志力注意力不够。
自我控制，本身就是非常非常难的事情。
这种忽略客观现实，一厢情愿的想法，非常容易制造内耗。 ",个人提升,,
"【关于做项目，卷】
学习东西（参加比赛，项目）要看他的：
成本 收益 风险
接客要考虑厕所，行李遗漏
 打工：手脚勤快一点，嘴甜蜜一点
 和老板聊天就是享受哇谁懂
 一年的妈也是妈😁
 老板的儿子就是噗嗤噗嗤的高
 想想科班与非科班计算机的核心区别，核心优势是什么？？语言不用多
 哪些东西站在前人的基础上最好，哪些最好要自己思考
 比赛提交，一定要提前半个小时。不管写没有写完都交。交上去个东西总比啥也没有好
 不要遗憾终生啊！！！",,"学业, 个人提升",,
"【关于学习：】
为啥能”学啥都快“：
什么是”知识“：对问题的解决方法
学习的方法-模仿学习，创造学习：一种是”造轮子“，一种是理解核心，在吸收了不同大佬对同一问题的解决方案后，
学习是一个 模仿-实践-反思-然后模仿-实践 重复的流程，缺一不可
把大问题化解为小问题，经常审视自己-特别是对优势的拨冗方面",,个人提升,,
"对好朋友，喜欢的人，和很久的人可以几乎无保留交于知识
学习陈俊雍，如何在茫茫人海中一下子被演讲者记住",,交往,,
,,,,
计算机人随身应该带的东西（巧妇难为无米之炊）,,工作,,
要把学的东西尽量学杂，扩展知识面（且强调快速上手+熟悉软硬件操作+配环境）,,人生规划,,
对于大学课程，自学自练>选个课。,,学业,,
在计算机界，一项技术的提出和实现相对容易，但它的普及却非常非常难,,工作,,
"高中时候在班里和熟悉认识的人打排球，和你大学的时候排球课一起打排球，感觉和氛围完全不一样。
因为排球课不是大家都愿意
ps：很多人都是打球认识的npy",,工作,,
「在等待中享受孤独 在等待中奋力生长」,"大学生感到孤独可能是因为身处新的环境和人际关系中，可能离开了家庭和朋友圈，也可能遭遇学习和生活上的挑战。以下是一些可能有助于缓解大学生孤独感的建议：
        参加校园活动：大学通常有许多社团和俱乐部，可以让你结识志同道合的人，并与他们共同参与感兴趣的活动。
        建立新的人际关系：在大学里，你可以结识许多新的人，包括同学、教授和学生组织成员。主动与他们交流，建立联系，并争取机会与他们一起活动。
        寻求支持：如果你感到孤独和焦虑，不要害怕向学校的心理健康服务寻求帮助，他们可以提供专业的建议和支持。
        维持联系：保持与家人和老朋友的联系，可以帮助你保持情感上的联系，并获得支持和鼓励。
        发展兴趣爱好：发展个人兴趣爱好，可以让你找到自己的兴趣点，并通过参加相关活动结交志同道合的人。
        认真学习：认真学习不仅可以提高自己的成绩，还可以使你有机会结识同学和老师，并获得他们的认可和赞赏。",学业,,
老师不怕给你资源，就怕你做到一半跑路了,,学业,,
作为程序员，u盘里安装一些随时可以展示的demo，代码，简历，比赛项目等等,,工作,,
【pyq感谢文 比赛结束后 取得成果时发 大学总结】,"感谢深圳技术大学，我的大学四年几乎不是在图书馆过的，而是在实验室度过的。
大一实验室都没建好，也没人用。电赛晚上随便找间空实验室的桌子，就美美的睡觉了
大二实验室都七七八八有人了，还是电赛最终没办法只能睡实验室地板（没错睡地板没有枕头没有被子）晚上三点钟饿了就起来跟还在干活的人一起点个外卖
大三条件好点了 能睡折叠床了",学业,,
做事情要直接一点，不要怕事，不要转告来转告去的,,交往,,
陪伴是最长情的告白,,交往,,
"帮别人修改时，保护现场的重要性
写程序要
一边写一边写注释！！
演示代码要
项目管理要知道全部框架
",,工作,,
"不要竞争较劲（耍小孩子玩的）
 sztu温暖人心：餐厅的沙发可以给员工午睡，与其他餐厅与众不同",,学业,,
"别有太多心眼
有大局观",,个人提升,,
,,,,
避免零和博弈,不要把事情发展为零和博弈（你的利益诉求和别人完全相反：比如俄乌战争停战条件两边完全相反）会导致更大的问题,网络,,
【何同学】讲故事的重要性,"三方https://www.bilibili.com/video/BV1z5A5e6EoN
何同学https://www.bilibili.com/video/BV19v411M7Rs/
能看出来虽然技术都差不多，但是讲故事的水平完全是两个境界","个人提升, 项目与产品",,
成就是需要时间的----MrBeast大火背后,"MrBeast是youtube最火主播，但他曾经也有三年日复一日当mc主播，日更。just 重复做这件事情。
不对你的目标有过高的期待，反而设立好最坏的打算，会让你开始的更容易，坚持的更持久","个人提升, 人生规划",,
远离干扰，把时间留给自己,"社交媒体太发达，看别人生活太多，引起焦虑和失落。（别人这么完美我什么都不行）
想办法每天都创造一个把时间留给自己的环境，哪怕1-2h，隔绝社交媒体 手机 朋友 家人等，静下心来完成一些平时完成不了的事情",个人提升,,
远离拖延症,"1. 设定一个不那么大的目标
2. 不要害怕失败",个人提升,,
参考中国制造2025（也可以是自己的规划）,在10个领域里，设立超过250个小目标，每1年到5年进行调整和复盘,"个人提升, 人生规划",,
"ai学习很系统，很快速
但是有很多经验类的东西，真正做了你才发现问题 ",,工作,,
家里有多一件爸爸的衣服 ,,生活,,
有些建议想对男生们说说，尤其是那些长相普通，家境一般的男生。我知道你们不少是单身，很想谈恋爱，渴望有一段纯粹的爱情，但由于自身条件一般，加上从小被灌输不能早恋的思想和社恐的性格，一直没有机会。你们也许会想，我追一个同样平凡普通的女生总可以吧，但现实很残酷，大部分女生无论条件出众与否，择偶标准都蛮高的，外貌，金钱，才华，人际，要有好几样优秀，她们才会真正的考虑你，才可能会对你产生爱情，女朋友带你出去才会觉得有面子。所谓说的细心，温柔等等标准，前提是女生喜欢你，你表现出这样的品质才会更喜欢。普通的男生们如果遇不到合适的人也没必要强求，不谈恋爱其实也没什么，一定多把精力放在打DOTA2上，别让等待成为遗憾。🙂 ,,网络,,
,,,,
,,,,
,,,,
,,,,
,,,,
"自己想要的就要自己主动
别人主动的就不要bb 
独立才有自主权
比如：
嫌不好吃，就自己煮饭
别人给你煮饭（吃别人的饭）就不要嫌这嫌那 ",,"个人提升, 交往",,
"推荐桌子长度（方便放电脑）80cm
最低限度要能放手+鼠标垫+鼠标 ",,生活,,
leetcode刷题感想,多用 多考虑各种函数的库，可以快速解决，同时展示了自己会使用,工作,,
不要存储office文件，尽量避免存储二进制流文件,使用诸如md txt的文本文件更稳定，二进制流文件会因为版本更替和硬盘损坏而全部不可用,工作,,
"我用嘴活着，也自然活在别人嘴里。互联网时代更强化了这种概念，说话的风险明显加大。今天为你点赞，明天对你点杀，落差大到可以发电，你无处可躲。
话说错了，自然在劫难逃;话没错，也有相关的群体带着不满冲你过来。没办法，这个时代，误解传遍天下理解寂静无声。即便你的整体节目本是为他们说话，但其中的一两句话没按他们期待的说，责难照样送上。后面跟过来责骂的人，大多连节目都没看过，看一两个网上的标题或一两条情绪化的微博就开始攻击。",,网络,,
学计算机经验之谈：如何提升自己的竞争力实力,"算法功底
计算机基础功底
一种精通技能功底
刻意练习","工作, 个人提升",,
关于就业-要一直有危机感,对技术岗来说，你要不停骑驴找马，不然就等着公司卸磨杀驴,工作,,
"和别人关系再密切
你不如别人或者是你在别人眼里没有利用价值的时候，别人都会冷漠与你 ",,交往,,
没有什么友情是不能和好的，人都是逐利的,"和女生的裂痕，沉默一年后也是能回到起点的
其实他并没有那么恨你。不过她也没有那么care你 ",交往,,
因为男女的关注点不同，女性比较关注自我，男性比较关注世界。这就导致男女对视频的兴趣度不同 ,,交往,,
